ChebcoefA
Region :   1,Region :   2,Region :   3,Region :   4,Region :   5,Region :   6,Region :   7,Region :   8,Region :   9,Region :  10,Region :  11,Region :  12,Region :  13,Region :  14,Region :  15,Region :  16,Region :  17,
 3.75378964236006E-0004, 4.28983476012945E-0004, 4.62679454358295E-0005,-1.45655474625528E-0004,-1.09635375338257E-0005,-1.65128527441993E-0004,-8.93372707650997E-0005,-1.79289738298394E-0004, 2.66725837718695E-0005,-1.69998835190199E-0004,-3.77506330551114E-0005, 8.93721517059021E-0005, 1.96798151591793E-0004, 4.87558972963598E-0005, 4.99247180414386E-0005, 2.61714540101821E-0005, 4.90748880110914E-0006,
-4.47879792773165E-0005, 3.58218618202955E-0004, 4.87788696773350E-0004,-9.36690485104918E-0005, 2.28264107136056E-0005,-5.45398215763271E-0005,-1.07828869658988E-0004,-2.05253978492692E-0004,-6.46504267933778E-0005,-1.51356452988693E-0005,-1.83850948815234E-0004,-2.71678818535293E-0005,-1.76409503183095E-0005,-8.55180987855420E-0005,-3.80796154786367E-0005,-1.57990307343425E-0005,-5.67996175959706E-0006,
-8.38850537547842E-0005,-1.90981372725219E-0004,-2.66857368842466E-0005, 8.34015081636608E-0005, 5.02281145600136E-0005, 1.23535690363497E-0004, 1.23617821373045E-0004, 1.20076554594561E-0004, 1.36898175696842E-0004, 1.34360307129100E-0004, 4.12766639783513E-0005, 5.80054256715812E-0005, 2.83752870018361E-0005, 1.29317804749007E-0005, 1.90326791198459E-0005, 2.62594153355167E-0006,-2.67588825408893E-0006,
 7.58726091589779E-0005,-2.11607097298838E-0004,-2.99255974823609E-0004, 1.31876877276227E-0004, 8.85566769284196E-0005, 1.69545091921464E-0004, 3.66481574019417E-0004, 3.39650665409863E-0004, 2.58964777458459E-0004, 2.16271728277206E-0004, 2.40967245190404E-0004, 1.30286993226036E-0004, 5.05548741784878E-0005, 8.10621932032518E-0005, 2.66042261500843E-0005, 9.48948127188487E-0006, 1.94920335161441E-0006,
 5.04318377352320E-0005, 2.90705938823521E-0004, 1.42124335980043E-0004, 2.86733734355948E-0006, 5.17402586410753E-0005, 4.28201747126877E-0005, 2.07662509637885E-0004, 1.41964104841463E-0004, 8.20863861008547E-0005, 1.60308176418766E-0004, 1.04495644336566E-0004, 3.37692035827786E-0005,-5.16218606207985E-0005,-1.54078370542265E-0005,-2.81887205346720E-0005,-1.00102888609399E-0005,-1.04792957245081E-0006,
-1.30119049572386E-0004, 2.19530138565460E-0005, 1.01043260656297E-0004,-5.55848673684523E-0005,-1.05991442978848E-0004,-1.32499873870984E-0004,-1.37203343911096E-0004,-9.84250364126638E-0005,-1.66028941748664E-0004,-4.66493875137530E-0005,-1.12460977106821E-0004,-3.93697191611864E-0005, 2.88155551970704E-0005, 2.44258608290693E-0005, 3.08026319544297E-0005, 1.39703633976751E-0005, 5.66770722798537E-0006,
-1.33143141283654E-0004,-4.01182536734268E-0004,-2.06791257369332E-0004,-6.40066064079292E-0005,-1.50590596604161E-0004,-1.65795601787977E-0004,-3.18799575325102E-0004,-2.10368321859278E-0004,-2.86052090814337E-0004,-2.66584218479693E-0004,-2.05384247237816E-0004,-1.01442463346757E-0004,-3.08373643065352E-0007, 1.30732860270655E-0005, 1.63951899594394E-0005, 9.96544440567959E-0006, 4.32715751230717E-0006,
 8.90793162398040E-0005,-3.48842986568343E-0005, 7.05252678017132E-0005,-1.81727118615527E-0005, 6.29041242063977E-0005, 1.55489578901324E-0005,-1.72551663126796E-0004,-1.65707358974032E-0004,-1.16959294246044E-0004,-1.29552005091682E-0004,-8.39542481116951E-0005,-8.10016208561137E-0005,-6.93029578542337E-0005,-6.11984141869470E-0005,-4.17931187257636E-0005,-1.68605529324850E-0005,-4.63129254058003E-0006,
 6.90536253387108E-0005, 2.11630875128321E-0004, 1.31553868413903E-0004, 7.14663256076165E-0005, 1.26962651847862E-0004, 1.40164876938798E-0004, 1.98595487745479E-0004, 1.17976356705185E-0004, 2.26951873628423E-0004, 2.00681111891754E-0004, 1.87522658961825E-0004, 9.08265137695707E-0005, 8.83697211975232E-0005, 4.75925880891737E-0005, 2.42550577240763E-0005, 5.04466652273550E-0006, 4.18031902427174E-0007,
-1.12801055365708E-0004, 5.28662712895311E-0006,-1.85644807061180E-0004, 7.83157447585836E-0005,-2.21114532905631E-0005, 6.84259503032081E-0005, 3.31698509398848E-0004, 2.60581320617348E-0004, 2.72320234216750E-0004, 2.18566958210431E-0004, 2.33914193813689E-0004, 1.07638246845454E-0004, 2.91644864773843E-0005, 1.97788322111592E-0005, 5.66097878618166E-0006,-1.07585015030054E-0006,-4.08798939588451E-0007,
ChebcoefB
Region :   1,Region :   2,Region :   3,Region :   4,Region :   5,Region :   6,Region :   7,Region :   8,Region :   9,Region :  10,Region :  11,Region :  12,Region :  13,Region :  14,Region :  15,Region :  16,Region :  17,
-9.03405380249023E+0001,-9.32331466674805E+0001,-9.38624114990234E+0001,-9.40979385375977E+0001,-9.53380661010742E+0001,-9.64176712036133E+0001,-9.70311737060547E+0001,-9.86436004638672E+0001,-1.00008163452148E+0002,-1.01109031677246E+0002,-1.01378021240234E+0002,-1.02960906982422E+0002,-1.05169540405273E+0002,-1.06506790161133E+0002,-1.06438453674316E+0002,-1.06576293945313E+0002,-1.06590606689453E+0002,
-2.04607248306274E+0000,-3.16542029380798E+0000,-2.94678354263306E+0000,-2.90637922286987E+0000,-3.08791637420654E+0000,-2.85797882080078E+0000,-2.59352040290833E+0000,-2.53565645217896E+0000,-2.25186800956726E+0000,-2.08251047134399E+0000,-2.06618666648865E+0000,-1.33756220340729E+0000,-2.05385372042656E-0001, 3.91759157180786E-0001, 1.96900457143784E-0001, 1.14275127649307E-0001, 4.23569343984127E-0002,
 5.51205933094025E-0001, 6.36242449283600E-0001, 5.78123450279236E-0001, 3.53586196899414E-0001, 2.75621891021729E-0001, 5.82633949816227E-0002,-7.02516734600067E-0002,-3.29384177923203E-0001,-5.15524744987488E-0001,-4.85277205705643E-0001,-7.50329852104187E-0001,-7.49491631984711E-0001,-9.18219983577728E-0001,-6.77003324031830E-0001,-3.80969196557999E-0001,-1.42852753400803E-0001,-3.67124788463116E-0002,
 2.60696977376938E-0001, 3.92134398221970E-0001, 3.88009339570999E-0001, 5.53819775581360E-0001, 5.76462447643280E-0001, 6.37516021728516E-0001, 6.00104868412018E-0001, 6.50445640087128E-0001, 6.24725878238678E-0001, 4.80242609977722E-0001, 4.74477708339691E-0001, 4.20921385288239E-0001, 6.42125666141510E-0001, 4.52103555202484E-0001, 2.41586506366730E-0001, 9.71360057592392E-0002, 2.93931346386671E-0002,
-1.93879470229149E-0001,-1.44075363874435E-0001,-1.46021634340286E-0001,-1.17143325507641E-0001,-7.62977302074432E-0002,-5.31233027577400E-0002, 1.51219470426440E-0002, 5.22664524614811E-0002, 6.04026541113853E-0002, 1.35131850838661E-0001, 2.16930583119392E-0001, 9.05516892671585E-0002,-2.00856730341911E-0001,-2.57609605789185E-0001,-1.38386294245720E-0001,-6.31433874368668E-0002,-1.93247962743044E-0002,
-9.22096222639084E-0002,-9.32125896215439E-0002,-7.06443488597870E-0002,-1.41220405697823E-0001,-1.42043337225914E-0001,-1.48185417056084E-0001,-1.63790091872215E-0001,-1.05886295437813E-0001,-8.32023620605469E-0002,-6.87109902501106E-0002,-2.05568270757794E-0003, 5.24549372494221E-0002, 1.73608526587486E-0001, 1.86408057808876E-0001, 1.03819482028484E-0001, 4.07376587390900E-0002, 1.06352576985955E-0002,
 1.00352182984352E-0001, 1.78563371300697E-0002, 4.50663156807423E-0002, 4.82261255383492E-0002, 3.23133505880833E-0002, 2.88811642676592E-0002, 7.44506483897567E-0003,-2.72549111396074E-0002,-6.38432949781418E-0002,-5.55102564394474E-0002,-1.36293798685074E-0001,-1.28325313329697E-0001,-1.39732763171196E-0001,-7.43092522025108E-0002,-3.92660833895206E-0002,-1.38555541634560E-0002,-4.23215143382549E-0003,
 6.35678973048925E-0003,-1.04700718075037E-0002,-5.11583872139454E-0002,-2.35740207135677E-0002,-2.09645349532366E-0002,-1.07717551290989E-0002, 1.09807569533587E-0002, 1.48481624200940E-0002, 1.68268624693155E-0002, 3.11791598796844E-0002,-2.08189357072115E-0002,-2.17408537864685E-0002,-2.03941967338324E-0002,-2.68692187964916E-0002,-1.25685445964336E-0002,-3.03270015865564E-0003,-5.30433084350079E-0004,
-2.17597074806690E-0002, 2.95549202710390E-0002, 2.61675920337439E-0002, 2.02542319893837E-0002, 1.73386912792921E-0002,-1.11621981486678E-0002,-2.19006221741438E-0002,-1.32330541964620E-0003,-7.21160322427750E-0003, 4.63733728975058E-0003, 3.36209423840046E-0002, 5.23338168859482E-0002, 7.47282952070236E-0002, 3.96465323865414E-0002, 1.88454631716013E-0002, 8.03583581000566E-0003, 2.94468132779002E-0003,
-2.89956964552402E-0002,-1.89487375319004E-0002, 1.82473622262478E-0002, 2.82890461385250E-0002, 1.59379933029413E-0002, 2.98001021146774E-0002, 1.75820365548134E-0002, 1.13022615551017E-0004,-2.22005303949118E-0002,-1.78773850202560E-0002,-9.53965261578560E-0003,-5.80802280455828E-0003,-2.88790408521891E-0002,-2.95525956898928E-0002,-1.77583992481232E-0002,-8.62030964344740E-0003,-2.27004685439169E-0003,
 1.62216145545244E-0002,-7.35823297873139E-0003,-1.20020741596818E-0002,-1.71883609145880E-0002,-1.51440035551786E-0002, 8.23272950947285E-0003, 2.66449004411697E-0002, 1.75962075591087E-0002, 3.61178927123547E-0002, 2.27369107306004E-0002, 5.07326703518629E-0003,-1.91919889766723E-0003, 1.84939019382000E-0002, 2.94464193284512E-0002, 1.79644040763378E-0002, 6.08613993972540E-0003, 1.67103821877390E-0003,
 2.04767286777496E-0002, 1.38181876391172E-0002, 5.89253241196275E-0003,-1.34796556085348E-0002, 1.95670663379133E-0003,-1.83217860758305E-0002,-1.29447951912880E-0002,-1.01386746391654E-0002, 1.07328006997705E-0002, 5.96637604758143E-0003, 8.16291105002165E-0003,-1.15864919498563E-0002,-2.48577445745468E-0002,-1.23819792643189E-0002,-6.42563076689839E-0003,-2.50944681465626E-0003,-8.28482676297426E-0004,
-1.73658542335033E-0002,-4.41416772082448E-0003,-1.09326224774122E-0002, 3.62913589924574E-0003, 5.24273794144392E-0003,-2.45161238126457E-0003,-1.87923610210419E-0002,-9.08265728503466E-0003,-1.76986623555422E-0002,-1.76265612244606E-0002, 2.54143308848143E-0003, 6.11819559708238E-0003, 1.10148615203798E-0003,-5.74772898107767E-0003,-2.94574745930731E-0003,-3.81184683647007E-0004,-3.05434485198930E-0004,
-3.30401235260069E-0003, 3.95223614759743E-0004,-7.78053374961019E-0003, 3.82174691185355E-0003,-8.28419532626867E-0003, 1.80326553527266E-0003,-1.82372261770070E-0003, 1.66344910394400E-0003,-1.30304899066687E-0002,-1.13650029525161E-0002,-1.26592088490725E-0002, 5.31047722324729E-0003, 1.27701479941607E-0002, 4.14400268346071E-0003, 2.03659082762897E-0003, 1.42290280200541E-0003, 4.29603038355708E-0004,
 1.15237347781658E-0002, 1.29860453307629E-0003, 1.53118809685111E-0002, 8.42229928821325E-0004,-2.36440217122436E-0003,-3.95141821354628E-0003, 1.82844023220241E-0003,-2.44091334752738E-0003,-1.23355697724037E-0004, 4.96777752414346E-0003,-1.24136367812753E-0002,-8.36107321083546E-0003,-6.47783745080233E-0003,-4.01446921750903E-0003,-2.75633274577558E-0003,-1.20228028390557E-0003,-2.43537855567411E-0004,
-1.41748634632677E-0003,-4.56838915124536E-0003, 4.07321099191904E-0003, 2.48882333835354E-0005, 5.31308772042394E-0003, 6.07215240597725E-0003, 7.20542855560780E-0003, 4.07648412510753E-0003, 9.89387370646000E-0003, 1.11154261976480E-0002, 9.66589339077473E-0003, 1.84082484338433E-0004, 1.91333214752376E-0003, 5.59650314971805E-0003, 3.34151485003531E-0003, 8.58944142237306E-0004, 2.40759894950315E-0004,
-4.72612958401442E-0003, 2.84727034159005E-0003,-1.05885416269302E-0002,-9.53577051404864E-0004, 2.31126416474581E-0003, 6.78080320358276E-0003, 1.03801088407636E-0002, 8.88806674629450E-0003, 8.33328813314438E-0003, 3.27587174251676E-0003, 1.46281374618411E-0002, 5.08535699918866E-0003,-2.58093187585473E-0003,-1.48067332338542E-0003,-7.84205738455057E-0004,-6.30583963356912E-0004,-1.96340362890624E-0004,
 5.22618938703090E-0004, 8.98296944797039E-0003, 5.80691616050899E-0004, 4.93692758027464E-0004, 2.38728336989880E-0003,-3.74749070033431E-0003,-6.37304387055337E-0004, 5.57112856768072E-0004, 3.49754258058965E-0003,-7.73543084505945E-0004, 2.40311096422374E-0003, 4.62298654019833E-0003, 3.93378455191851E-0003, 9.72851878032088E-0004, 3.83802602300420E-0004, 2.24662348045968E-0004, 4.22856719524134E-0005,
 1.13617908209562E-0003,-2.68963188864291E-0003, 5.59028051793575E-0003, 7.50306702684611E-0004,-1.32964784279466E-0003,-4.99235698953271E-0003,-9.60146356374025E-0003,-8.29594302922487E-0003,-8.98257363587618E-0003,-4.97137242928147E-0003,-1.06695694848895E-0002,-4.60129836574197E-0003,-1.75894307903945E-0003,-2.07512849010527E-0003,-1.03575247339904E-0003,-1.48790379171260E-0004,-2.52488480327884E-0005,
-1.01459189318120E-0003,-1.59506835043430E-0002,-5.30823273584247E-0003,-2.48248502612114E-0003,-8.78510251641273E-0003,-6.64978986606002E-0004,-6.67825061827898E-0003,-5.01646054908633E-0003,-1.19734387844801E-0002,-6.57283561304212E-0003,-9.10557806491852E-0003,-5.62931969761848E-0003,-8.16778454463929E-0004, 8.30528151709586E-0004, 6.40276586636901E-0004, 5.16644853632897E-0004, 1.72790678334422E-0004,
